Order_Item_ID,Order_ID,Product_ID,Quantity,Price_INR,Discount_INR,Total_Amount_INR,Order_Item_Date,Category_ID,Subcategory_ID,Store_ID,Supplier_ID,Offer_ID
1672,963,256,5,1490.97,267.11,7187.740000000001,2024-07-09,3,29,78,19,3.0
1673,1191,20,3,2886.64,105.18,8554.74,2024-03-13,6,26,7,7,
1674,31,41,2,2456.58,211.98,4701.18,2024-03-04,1,31,61,2,
1675,567,118,1,4912.13,329.01,4583.12,2024-07-11,4,7,40,1,
1676,972,206,3,3037.59,188.21,8924.560000000001,2024-01-14,3,15,65,32,
1677,194,260,5,1089.09,83.77,5361.679999999999,2024-08-10,4,50,80,30,11.0
1678,596,22,4,1218.1,348.55,4523.849999999999,2024-01-26,8,8,43,27,
1679,511,244,3,2162.04,60.24,6425.88,2024-02-10,4,28,73,21,
1680,546,278,4,2964.98,155.56,11704.36,2024-08-22,8,38,47,46,5.0
1681,69,41,2,4447.11,410.66,8483.56,2024-08-28,4,17,60,28,
1682,348,160,3,2686.03,342.77,7715.32,2024-08-27,6,47,6,30,
1683,471,132,5,819.16,333.2,3762.6,2024-01-12,6,1,52,12,2.0
1684,683,146,5,728.54,444.44,3198.2599999999998,2024-01-20,3,22,85,38,
1685,370,97,5,739.82,219.67,3479.4300000000003,2024-02-01,1,40,71,30,5.0
1686,1074,148,1,3683.44,181.72,3501.7200000000003,2024-01-16,8,29,73,37,
1687,232,61,2,2973.26,61.33,5885.1900000000005,2024-06-05,10,30,82,33,
1688,154,242,4,804.21,385.75,2831.09,2024-04-15,4,41,56,33,4.0
1689,704,107,5,1507.56,113.22,7424.579999999999,2024-07-22,4,34,8,1,
1690,765,254,3,2583.25,65.11,7684.64,2024-06-06,6,25,23,1,
1691,1103,177,4,3969.54,478.13,15400.03,2024-08-19,8,15,68,22,13.0
1692,363,120,2,4567.18,78.54,9055.82,2024-02-09,3,42,37,35,
1693,21,161,1,1121.5,76.49,1045.01,2024-05-09,4,22,13,22,
1694,427,49,4,1959.43,257.39,7580.33,2024-03-01,9,17,91,5,
1695,1027,138,3,678.03,158.41,1875.6799999999998,2024-07-27,2,10,27,30,2.0
1696,581,78,4,2843.02,357.51,11014.57,2024-07-23,8,36,77,12,
1697,986,278,4,3275.26,307.86,12793.18,2024-03-21,3,19,5,7,16.0
1698,328,92,2,1391.4,45.59,2737.21,2024-08-26,4,49,97,28,16.0
1699,807,209,3,3853.51,45.86,11514.67,2024-01-24,7,45,5,38,
1700,718,103,5,1691.99,151.85,8308.1,2024-09-14,4,4,6,23,5.0
1701,455,281,3,1271.47,73.74,3740.67,2024-07-26,9,6,52,25,
1702,338,275,1,1447.95,264.77,1183.18,2024-08-26,1,36,75,48,13.0
1703,1054,120,2,469.07,177.95,760.19,2024-03-06,9,10,19,3,17.0
1704,1158,23,1,4424.23,92.08,4332.15,2024-09-18,8,37,71,24,18.0
1705,922,274,3,2063.86,238.63,5952.95,2024-07-21,6,23,17,15,
1706,249,186,4,1284.78,426.48,4712.639999999999,2024-10-05,1,30,39,5,1.0
1707,768,292,5,275.44,453.72,923.48,2024-09-26,10,22,66,20,
1708,901,27,2,3583.66,249.58,6917.74,2024-08-20,8,32,25,47,
1709,452,180,1,1950.62,480.1,1470.52,2024-04-12,7,11,25,29,13.0
1710,557,89,2,1502.54,469.47,2535.6099999999997,2024-07-28,4,33,96,14,
1711,1031,137,2,1094.47,234.38,1954.56,2024-06-10,2,3,76,45,5.0
1712,832,155,2,3289.12,108.2,6470.04,2024-03-24,4,37,23,1,7.0
1713,512,161,4,4799.41,333.46,18864.18,2024-02-21,3,40,93,34,14.0
1714,585,43,3,3760.28,354.5,10926.34,2024-04-27,3,26,85,17,
1715,1042,121,3,3615.35,463.64,10382.41,2024-05-04,2,47,31,28,
1716,681,12,3,1667.69,342.45,4660.62,2024-07-23,1,8,38,33,8.0
1717,949,271,5,4394.59,348.85,21624.100000000002,2024-03-27,4,38,83,35,
1718,126,135,2,1731.16,39.86,3422.46,2024-04-23,1,9,16,40,10.0
1719,688,169,3,1149.36,58.84,3389.24,2024-04-16,7,14,84,20,
1720,847,169,1,617.45,292.6,324.85,2024-02-09,3,12,38,42,
1721,39,135,4,928.57,247.36,3466.92,2024-05-03,6,45,93,19,9.0
1722,362,251,2,1480.45,276.81,2684.09,2024-08-20,10,33,51,33,20.0
1723,80,285,2,1798.72,254.22,3343.2200000000003,2024-05-10,6,48,98,6,14.0
1724,384,201,4,1492.02,60.19,5907.89,2024-07-16,8,43,41,2,9.0
1725,999,261,1,1956.14,450.51,1505.63,2024-01-14,5,44,28,13,19.0
1726,802,139,2,3163.65,106.4,6220.900000000001,2024-03-31,4,28,68,41,7.0
1727,489,179,5,4930.59,198.13,24454.82,2024-04-23,7,40,39,39,2.0
1728,954,35,3,3345.4,51.33,9984.87,2024-09-22,4,28,10,39,7.0
1729,451,96,1,3561.84,342.65,3219.19,2024-09-16,8,14,72,1,18.0
1730,363,51,5,4290.13,17.48,21433.170000000002,2024-06-12,6,43,39,18,
1731,281,26,4,3231.07,352.2,12572.08,2024-06-17,8,1,59,22,
1732,181,84,3,437.19,320.05,991.52,2024-09-24,5,29,19,38,
1733,418,42,2,3301.34,414.9,6187.780000000001,2024-05-25,5,47,88,39,19.0
1734,297,101,4,1603.52,186.06,6228.0199999999995,2024-07-31,2,12,99,30,17.0
1735,871,84,4,2978.6,260.36,11654.039999999999,2024-01-13,6,9,80,20,
1736,1140,37,1,1883.28,412.98,1470.3,2024-07-04,2,37,28,2,
1737,895,254,4,3948.35,141.1,15652.3,2024-01-12,7,46,65,2,
1738,1149,87,5,1495.24,382.36,7093.84,2024-09-12,2,6,69,9,
1739,1039,53,2,3732.17,483.52,6980.82,2024-02-01,3,38,78,15,2.0
1740,1102,92,5,640.2,468.34,2732.66,2024-03-17,9,1,14,19,
1741,467,98,2,3763.55,499.81,7027.29,2024-06-08,3,27,9,2,
1742,506,16,3,198.37,484.48,110.63,2024-02-29,1,10,92,30,
1743,790,175,1,4756.52,449.73,4306.790000000001,2024-04-03,2,30,36,28,2.0
1744,51,112,1,3087.83,238.76,2849.0699999999997,2024-05-30,10,7,1,2,15.0
1745,62,161,2,2458.16,430.87,4485.45,2024-04-28,10,14,84,8,5.0
1746,698,73,3,1012.24,431.56,2605.1600000000003,2024-04-05,4,26,94,3,6.0
1747,949,225,1,396.77,142.71,254.05999999999997,2024-07-06,6,42,96,40,8.0
1748,873,167,2,1332.9,412.8,2253.0,2024-05-05,10,10,28,22,
1749,919,204,2,918.12,327.24,1509.0,2024-05-15,1,10,39,36,7.0
1750,697,48,2,1569.81,193.49,2946.13,2024-04-10,1,4,23,32,19.0
1751,896,140,1,1909.08,462.17,1446.9099999999999,2024-04-27,3,30,21,5,
1752,382,192,5,4528.73,410.18,22233.469999999998,2024-04-27,1,42,37,31,
1753,1060,86,5,3219.15,85.49,16010.26,2024-08-13,1,47,14,17,
1754,541,33,5,1835.27,324.89,8851.460000000001,2024-03-12,1,47,99,38,
1755,1173,23,4,1911.48,66.77,7579.15,2024-06-06,6,6,28,34,
1756,38,281,4,1409.52,159.79,5478.29,2024-04-06,2,4,32,25,17.0
1757,71,139,1,148.58,464.79,-316.21000000000004,2024-04-23,3,44,66,37,16.0
1758,299,34,4,854.05,283.24,3132.96,2024-03-23,2,50,91,20,
1759,808,170,4,3394.26,439.92,13137.12,2024-02-21,8,28,12,3,
1760,925,124,1,4705.64,1.88,4703.76,2024-06-07,1,27,63,20,17.0
1761,26,235,5,504.9,420.19,2104.31,2024-05-15,8,5,42,20,
1762,579,240,1,1096.97,409.09,687.8800000000001,2024-01-20,2,30,4,7,
1763,48,86,3,3373.95,184.31,9937.539999999999,2024-05-22,3,25,23,12,8.0
1764,103,32,1,3196.76,40.84,3155.92,2024-06-29,2,22,40,7,
1765,619,88,4,1160.36,112.74,4528.7,2024-09-08,3,18,2,36,
1766,316,286,4,1181.92,467.45,4260.2300000000005,2024-02-11,9,6,96,18,
1767,1024,62,5,3501.11,266.88,17238.67,2024-02-20,10,20,36,24,5.0
1768,890,180,1,1743.96,78.67,1665.29,2024-02-27,9,35,35,12,
1769,512,86,1,2907.88,349.86,2558.02,2024-08-27,3,34,1,19,
1770,1148,207,1,2452.86,260.35,2192.51,2024-02-27,3,37,95,40,16.0
1771,554,129,3,4922.96,398.94,14369.94,2024-03-24,1,20,11,17,
1772,498,99,1,4862.02,309.75,4552.27,2024-05-19,10,7,91,41,10.0
1773,95,92,1,4408.94,481.73,3927.2099999999996,2024-01-13,1,25,17,30,11.0
1774,864,186,4,1227.09,119.82,4788.54,2024-01-02,4,38,83,9,4.0
1775,373,56,4,2379.73,449.49,9069.43,2024-03-13,10,45,17,34,3.0
1776,8,40,4,4539.46,133.48,18024.36,2024-01-01,6,15,21,7,
1777,214,124,5,2658.4,23.89,13268.11,2024-01-25,9,7,4,26,
1778,1048,37,4,4276.02,491.23,16612.850000000002,2024-08-27,2,24,3,9,
1779,962,27,1,623.85,12.2,611.65,2024-08-12,7,1,95,28,18.0
1780,731,181,5,2422.4,424.54,11687.46,2024-01-28,5,32,62,10,
1781,638,137,2,4037.19,261.19,7813.1900000000005,2024-06-05,3,26,34,3,
1782,442,28,1,2920.44,18.61,2901.83,2024-08-08,6,7,34,40,
1783,239,75,2,4275.6,51.88,8499.320000000002,2024-05-15,9,13,89,19,
1784,669,172,3,1380.54,425.31,3716.31,2024-04-16,2,5,75,31,9.0
1785,105,229,5,3871.11,476.61,18878.94,2024-02-17,9,50,33,41,
1786,1117,287,3,2583.22,396.05,7353.61,2024-07-30,4,31,76,6,
1787,726,164,1,1629.41,462.43,1166.98,2024-04-05,1,49,74,44,
1788,605,270,3,4359.8,150.47,12928.930000000002,2024-05-30,6,41,4,25,
1789,745,120,3,360.52,397.0,684.56,2024-10-02,9,28,41,40,17.0
1790,1012,35,3,3299.74,320.19,9579.029999999999,2024-03-25,4,5,41,36,7.0
1791,65,272,1,1854.21,107.13,1747.08,2024-08-04,8,22,49,34,4.0
1792,744,244,1,2605.19,106.67,2498.52,2024-03-23,6,44,96,7,5.0
1793,37,119,4,423.91,36.88,1658.76,2024-09-16,1,20,82,9,14.0
1794,759,31,3,2586.99,222.36,7538.61,2024-04-19,8,38,81,46,
1795,555,220,2,890.32,256.6,1524.04,2024-03-30,8,26,69,46,11.0
1796,879,188,4,1325.96,172.37,5131.47,2024-05-11,6,9,64,1,
1797,936,34,1,4317.89,403.53,3914.3600000000006,2024-02-17,10,16,50,3,
1798,1150,162,2,3050.41,416.64,5684.179999999999,2024-04-29,10,37,3,16,3.0
1799,424,80,5,587.0,58.6,2876.4,2024-03-16,1,32,38,46,
1800,883,283,1,789.17,128.22,660.9499999999999,2024-07-23,8,7,36,1,
1801,231,161,5,2653.87,116.98,13152.369999999999,2024-01-04,4,43,80,10,12.0
1802,1055,107,1,2826.4,224.36,2602.04,2024-09-10,2,39,23,11,19.0
1803,30,231,3,4737.86,147.45,14066.129999999997,2024-03-30,10,24,49,43,
1804,965,1,2,491.92,105.37,878.47,2024-01-25,4,17,64,46,
1805,642,178,5,2812.14,285.53,13775.169999999998,2024-04-02,6,12,10,38,14.0
1806,310,123,5,1037.59,67.48,5120.47,2024-08-22,8,5,85,33,
1807,239,21,4,100.24,320.2,80.75999999999999,2024-03-06,7,41,78,45,13.0
1808,824,13,2,1766.32,169.69,3362.95,2024-02-24,9,27,18,5,
1809,223,86,1,644.23,43.32,600.91,2024-05-02,9,18,72,49,11.0
1810,183,42,3,1043.68,51.97,3079.07,2024-03-21,7,41,35,21,
1811,435,231,2,3549.31,154.92,6943.7,2024-02-12,9,25,100,35,
1812,396,129,4,3217.81,194.15,12677.09,2024-07-26,6,42,73,42,
1813,900,202,2,2665.94,145.91,5185.97,2024-03-29,2,21,78,2,
1814,1006,296,1,1161.82,138.55,1023.27,2024-06-08,4,32,28,43,17.0
1815,267,121,4,3052.07,269.94,11938.34,2024-05-19,1,37,81,5,
1816,502,228,3,1912.83,461.48,5277.01,2024-03-01,2,42,79,41,5.0
1817,476,30,1,2033.78,304.28,1729.5,2024-09-15,1,37,40,31,
1818,281,113,5,4031.13,224.3,19931.350000000002,2024-09-24,10,1,95,12,11.0
1819,42,220,1,2856.74,23.17,2833.5699999999997,2024-05-03,5,5,68,5,15.0
1820,838,185,1,1604.04,92.43,1511.61,2024-09-04,2,9,79,3,14.0
1821,684,144,1,2379.92,271.79,2108.13,2024-09-26,1,35,85,32,16.0
1822,411,176,2,2780.42,300.18,5260.66,2024-03-17,10,35,56,48,
1823,147,1,1,2984.39,326.0,2658.39,2024-03-16,7,50,41,50,1.0
1824,113,87,3,1998.52,496.03,5499.53,2024-10-05,5,9,30,8,18.0
1825,104,280,1,909.23,21.03,888.2,2024-05-09,1,16,26,47,10.0
1826,1187,194,5,827.42,28.3,4108.799999999999,2024-09-22,7,7,35,16,
1827,638,138,4,1293.44,309.07,4864.6900000000005,2024-10-03,1,6,22,43,5.0
1828,121,121,4,2121.11,72.54,8411.9,2024-06-05,10,45,80,13,
1829,398,167,5,2492.35,488.67,11973.08,2024-03-30,9,21,89,6,15.0
1830,82,70,1,4928.82,10.54,4918.28,2024-04-16,5,8,45,33,8.0
1831,125,206,1,1034.72,129.22,905.5,2024-09-16,3,26,79,46,4.0
1832,99,187,2,4122.3,126.64,8117.96,2024-01-16,1,50,76,17,
1833,661,114,4,2872.1,20.86,11467.539999999999,2024-03-30,4,46,96,6,
1834,883,46,5,3726.44,11.82,18620.38,2024-09-01,2,9,40,29,
1835,965,163,3,3350.29,451.6,9599.269999999999,2024-04-01,7,43,47,9,11.0
1836,742,171,1,4933.48,123.41,4810.07,2024-08-04,7,11,81,11,
1837,312,167,1,404.48,2.35,402.13,2024-05-01,8,8,54,2,
1838,1082,279,3,3581.41,31.63,10712.6,2024-05-23,1,21,29,27,18.0
1839,22,95,2,3132.55,271.78,5993.320000000001,2024-06-16,5,50,3,38,1.0
1840,845,85,1,1732.68,304.01,1428.67,2024-01-02,4,47,17,16,
1841,64,211,5,2185.29,114.61,10811.84,2024-02-23,3,38,43,50,19.0
1842,1068,270,3,473.3,466.03,953.8700000000001,2024-09-16,3,29,82,12,
1843,98,74,4,4792.69,176.66,18994.1,2024-08-06,4,41,17,21,
1844,317,78,4,4399.77,430.38,17168.7,2024-06-02,5,9,22,7,11.0
1845,18,127,1,1322.37,374.25,948.1199999999999,2024-05-01,1,38,80,3,13.0
1846,21,16,4,3417.19,103.12,13565.64,2024-02-07,6,24,32,35,18.0
1847,661,176,2,400.12,256.43,543.81,2024-01-20,10,1,6,24,19.0
1848,205,276,2,3506.04,138.44,6873.64,2024-01-18,5,19,40,10,
1849,657,140,2,2174.99,85.62,4264.36,2024-01-25,2,27,54,24,6.0
1850,1194,296,2,2122.39,176.54,4068.24,2024-07-01,9,19,13,41,8.0
1851,448,85,3,3798.6,80.28,11315.519999999999,2024-04-15,8,33,31,13,
1852,558,293,1,350.98,423.39,-72.40999999999997,2024-05-30,8,14,26,35,20.0
1853,58,139,3,4136.73,443.9,11966.289999999999,2024-09-27,10,41,65,45,
1854,231,149,2,4396.84,289.34,8504.34,2024-08-05,9,14,38,21,18.0
1855,206,248,5,3954.82,422.67,19351.430000000004,2024-03-05,8,44,48,39,6.0
1856,1151,282,4,2258.93,352.04,8683.679999999998,2024-08-13,9,27,63,48,20.0
1857,877,202,1,4781.6,282.93,4498.67,2024-08-14,6,13,40,47,
1858,712,61,4,1329.39,245.94,5071.620000000001,2024-08-05,2,46,41,50,16.0
1859,826,293,2,2830.7,474.59,5186.8099999999995,2024-03-07,10,14,65,12,17.0
1860,346,223,4,577.06,134.26,2173.9799999999996,2024-09-01,8,20,33,5,
1861,1057,39,1,1688.07,192.7,1495.37,2024-08-20,10,4,74,50,14.0
1862,143,258,2,1930.52,468.79,3392.25,2024-07-16,8,33,59,23,2.0
1863,254,128,2,3304.38,495.21,6113.55,2024-09-02,3,33,31,7,19.0
1864,1182,216,4,1986.61,384.96,7561.48,2024-07-08,1,50,54,28,
1865,428,142,1,2641.75,45.66,2596.09,2024-08-10,5,9,60,20,
1866,691,231,4,783.63,78.04,3056.48,2024-03-24,8,34,65,20,4.0
1867,881,196,3,4480.3,438.86,13002.04,2024-09-13,8,40,95,15,
1868,433,138,2,4204.77,385.29,8024.250000000001,2024-02-20,1,46,91,30,
1869,911,245,2,2534.39,228.87,4839.91,2024-07-25,10,42,67,40,8.0
1870,1147,28,4,3664.07,372.97,14283.310000000001,2024-06-18,3,32,24,47,8.0
1871,1050,179,4,1330.0,180.06,5139.94,2024-05-14,10,23,29,14,3.0
1872,969,244,5,1898.59,192.87,9300.079999999998,2024-09-20,1,45,26,4,
1873,761,300,5,1694.47,195.35,8277.0,2024-09-14,9,10,95,42,14.0
1874,92,73,1,4137.6,384.31,3753.2900000000004,2024-04-26,9,19,28,45,
1875,795,227,3,3658.88,383.31,10593.33,2024-07-22,1,41,49,13,
1876,906,6,2,4608.87,122.82,9094.92,2024-09-15,7,36,20,30,12.0
1877,108,75,2,2719.26,334.07,5104.450000000001,2024-06-29,4,27,38,49,12.0
1878,346,40,4,3524.52,401.84,13696.24,2024-07-31,6,28,37,29,
1879,983,143,5,3749.06,259.5,18485.8,2024-05-05,1,15,26,48,10.0
1880,117,3,4,2801.83,364.24,10843.08,2024-07-31,10,29,94,44,11.0
1881,1153,255,2,4452.61,324.65,8580.57,2024-06-03,10,27,39,5,
1882,319,42,3,1683.43,17.28,5033.01,2024-06-27,8,49,91,41,
1883,991,226,2,1572.76,116.17,3029.35,2024-04-20,1,11,4,24,15.0
1884,1092,48,3,4367.99,56.56,13047.41,2024-02-10,6,26,43,16,1.0
1885,36,208,2,4504.17,344.82,8663.52,2024-01-16,4,25,48,34,6.0
1886,619,202,5,3351.94,487.42,16272.28,2024-09-25,6,1,82,22,1.0
1887,690,142,5,3082.86,495.94,14918.36,2024-01-10,2,47,74,6,8.0
1888,479,249,2,2598.63,430.23,4767.030000000001,2024-08-30,8,47,55,45,12.0
1889,866,23,2,2571.61,477.3,4665.92,2024-08-26,3,38,53,28,
1890,574,171,3,1048.57,327.54,2818.17,2024-05-08,9,2,64,29,3.0
1891,216,110,5,2978.83,192.94,14701.21,2024-01-23,6,37,18,47,
1892,100,137,5,3619.5,498.56,17598.94,2024-05-17,8,17,11,38,1.0
1893,76,196,2,3474.28,63.44,6885.120000000001,2024-05-08,5,50,92,40,6.0
1894,110,161,2,2149.29,59.95,4238.63,2024-02-08,5,7,48,15,14.0
1895,837,44,1,3656.1,374.88,3281.22,2024-04-26,3,18,72,36,
1896,1139,150,3,2451.97,198.5,7157.41,2024-06-21,8,9,31,3,4.0
1897,1142,234,3,4270.57,108.56,12703.15,2024-04-14,1,2,77,44,
1898,132,2,2,4854.67,208.22,9501.12,2024-03-29,4,25,59,47,
1899,1106,114,2,1401.15,437.55,2364.75,2024-05-09,10,18,90,13,
1900,629,219,2,1328.79,166.92,2490.66,2024-09-05,7,36,89,27,13.0
1901,888,299,1,2515.18,47.45,2467.73,2024-05-04,7,16,74,44,
1902,253,16,2,1728.9,19.2,3438.6000000000004,2024-03-18,4,13,9,3,
1903,473,218,2,952.87,364.99,1540.75,2024-01-23,2,47,67,48,1.0
1904,339,277,1,2039.18,470.43,1568.75,2024-04-09,8,32,61,49,14.0
1905,906,209,1,4668.65,93.02,4575.629999999999,2024-02-24,10,37,87,12,
1906,119,193,1,4511.84,239.45,4272.39,2024-08-01,3,39,79,46,
1907,1048,277,2,1818.61,306.53,3330.6899999999996,2024-07-08,6,48,28,24,8.0
1908,350,184,3,1049.77,397.72,2751.59,2024-08-05,10,32,56,6,4.0
1909,390,14,2,1704.88,337.07,3072.69,2024-02-12,1,22,67,17,
1910,636,192,1,4597.06,295.56,4301.5,2024-01-27,1,9,5,27,10.0
1911,1126,69,1,434.43,352.89,81.54000000000002,2024-08-31,10,29,43,17,3.0
1912,626,164,1,3406.83,379.3,3027.5299999999997,2024-06-22,10,16,7,49,
1913,505,18,4,3936.13,81.02,15663.5,2024-04-11,10,12,68,47,
1914,136,210,3,934.91,413.44,2391.29,2024-08-07,9,33,86,46,
1915,1103,193,3,2456.37,435.18,6933.929999999999,2024-05-18,9,22,31,4,19.0
1916,147,109,1,1871.47,93.63,1777.8400000000001,2024-07-13,3,46,51,46,20.0
1917,368,41,5,2937.09,94.02,14591.43,2024-05-25,10,7,20,25,
1918,176,222,1,1788.41,47.63,1740.78,2024-05-18,2,43,60,49,20.0
1919,37,177,4,1142.13,398.84,4169.68,2024-09-06,4,22,5,43,13.0
1920,932,235,1,4282.41,177.51,4104.9,2024-04-14,10,12,67,19,2.0
1921,646,122,3,336.62,52.09,957.77,2024-04-27,2,24,17,40,
1922,371,130,4,3888.88,204.3,15351.220000000001,2024-09-22,6,33,12,15,
1923,90,296,3,1741.4,352.27,4871.93,2024-06-13,1,43,91,26,8.0
1924,166,75,4,1657.42,399.17,6230.51,2024-09-19,7,25,96,5,6.0
1925,215,137,1,713.83,190.64,523.19,2024-05-12,10,44,90,38,12.0
1926,434,158,2,4887.7,180.09,9595.31,2024-02-01,10,6,52,40,
1927,642,226,2,1920.12,391.15,3449.0899999999997,2024-02-13,1,48,24,28,18.0
1928,464,77,4,3768.41,323.9,14749.74,2024-04-03,8,7,96,2,17.0
1929,724,192,2,4984.7,243.3,9726.1,2024-03-18,9,12,15,32,19.0
1930,808,103,1,1278.67,117.96,1160.71,2024-10-04,3,19,100,15,
1931,888,279,1,4706.49,48.63,4657.86,2024-05-31,3,16,57,5,8.0
1932,359,199,3,2906.33,227.63,8491.36,2024-03-10,1,8,24,17,18.0
1933,807,12,3,349.37,335.04,713.0700000000002,2024-10-06,3,29,75,19,18.0
1934,29,117,1,2057.16,43.63,2013.5299999999997,2024-01-03,8,3,14,1,4.0
1935,50,31,3,4049.45,229.56,11918.789999999999,2024-08-07,1,39,54,22,10.0
1936,85,161,5,4117.27,283.66,20302.690000000002,2024-01-07,10,26,39,12,12.0
1937,251,228,4,1036.32,465.05,3680.2299999999996,2024-08-24,5,40,71,41,18.0
1938,686,192,2,3389.66,9.83,6769.49,2024-04-12,10,8,49,38,
1939,561,273,4,4494.32,184.8,17792.48,2024-06-10,9,6,48,31,18.0
1940,376,224,5,612.06,448.18,2612.12,2024-09-13,9,14,16,47,6.0
1941,532,56,4,4485.06,37.01,17903.230000000003,2024-07-01,7,39,15,28,8.0
1942,1124,257,5,4950.53,41.0,24711.649999999998,2024-03-30,1,14,21,43,10.0
1943,1089,268,3,848.63,44.76,2501.1299999999997,2024-05-27,9,34,85,11,
1944,106,300,3,2222.07,33.51,6632.700000000001,2024-01-05,10,22,80,42,
1945,131,287,1,3545.62,382.35,3163.27,2024-04-12,2,23,35,30,12.0
1946,878,114,2,1125.01,3.03,2246.99,2024-05-28,3,43,60,47,18.0
1947,486,150,2,4939.38,315.04,9563.72,2024-08-10,6,5,8,48,17.0
1948,1160,197,2,3987.7,366.41,7608.99,2024-03-30,5,14,56,8,2.0
1949,1172,144,4,1126.55,19.0,4487.2,2024-06-08,6,33,13,35,
1950,19,55,1,3599.28,373.85,3225.4300000000003,2024-07-20,9,41,24,4,
1951,813,51,4,804.07,442.86,2773.42,2024-02-01,5,5,50,27,7.0
1952,216,153,4,603.33,402.67,2010.65,2024-01-24,6,3,39,11,5.0
1953,98,224,2,1669.55,53.59,3285.5099999999998,2024-06-28,4,41,38,16,
1954,972,49,1,4593.63,303.0,4290.63,2024-03-25,10,49,33,10,16.0
1955,173,86,3,2088.55,469.03,5796.620000000001,2024-08-14,10,41,62,49,
1956,494,82,3,2310.64,209.85,6722.07,2024-08-27,3,46,19,41,8.0
1957,236,188,4,1273.08,175.46,4916.86,2024-03-29,7,32,52,26,
1958,488,8,2,4100.52,155.06,8045.9800000000005,2024-10-04,2,26,77,31,
1959,785,104,3,1090.59,340.43,2931.3399999999997,2024-02-01,3,49,98,46,
1960,571,294,4,1115.82,342.97,4120.3099999999995,2024-03-08,7,30,13,27,12.0
1961,1152,163,5,1173.11,178.61,5686.94,2024-04-16,4,25,53,4,6.0
1962,251,79,2,4871.41,269.05,9473.77,2024-01-29,1,1,25,13,
1963,546,208,2,577.67,65.77,1089.57,2024-08-08,2,38,43,30,20.0
1964,99,130,2,2155.37,95.47,4215.2699999999995,2024-02-14,2,36,48,17,
1965,110,175,5,4933.31,328.63,24337.920000000002,2024-04-23,10,20,81,22,
1966,387,46,2,3502.7,478.55,6526.849999999999,2024-01-26,9,48,33,9,
1967,665,210,2,2859.17,91.85,5626.49,2024-06-17,9,30,85,26,
1968,525,20,2,2092.49,127.29,4057.6899999999996,2024-08-26,3,28,57,8,
1969,1025,211,1,1689.62,421.33,1268.29,2024-02-20,2,35,64,29,
1970,586,92,1,4160.06,389.12,3770.9400000000005,2024-06-10,5,20,63,48,16.0
1971,813,89,4,4114.98,395.86,16064.059999999998,2024-05-19,3,50,40,41,
1972,141,106,3,522.76,491.82,1076.46,2024-01-17,3,35,57,14,
1973,924,33,3,4925.6,0.79,14776.01,2024-02-07,8,43,46,20,17.0
1974,64,71,3,3082.13,122.15,9124.24,2024-01-08,1,41,23,15,
1975,557,172,5,4224.5,233.3,20889.2,2024-02-25,4,35,47,21,17.0
1976,393,283,4,835.59,2.95,3339.4100000000003,2024-09-28,5,31,36,24,13.0
1977,195,60,3,4604.14,489.56,13322.860000000002,2024-07-18,6,27,7,23,
1978,989,202,4,2701.88,491.76,10315.76,2024-08-07,7,25,58,31,
1979,841,161,3,1308.4,415.84,3509.36,2024-04-01,3,7,42,4,
1980,474,224,4,4774.31,445.56,18651.68,2024-03-05,7,10,14,22,
1981,804,263,4,3915.45,230.16,15431.64,2024-06-10,9,39,29,38,18.0
1982,466,147,2,553.73,109.77,997.69,2024-07-03,3,31,44,34,19.0
1983,943,14,4,2406.5,74.0,9552.0,2024-07-25,2,50,60,5,11.0
1984,751,101,4,4199.91,350.82,16448.82,2024-09-29,1,15,36,8,
1985,1140,119,2,2753.06,333.54,5172.58,2024-02-07,6,34,76,32,
1986,1090,273,3,167.73,200.25,302.93999999999994,2024-04-07,4,50,60,42,
1987,589,145,1,1504.21,409.89,1094.3200000000002,2024-04-22,4,50,44,17,5.0
1988,1091,55,5,1420.07,0.77,7099.579999999999,2024-04-15,6,19,87,19,3.0
1989,367,280,5,4712.91,484.3,23080.25,2024-06-05,3,6,85,35,
1990,899,104,1,4855.62,57.01,4798.61,2024-04-10,7,20,82,5,4.0
1991,459,288,1,3983.7,433.61,3550.0899999999997,2024-01-30,1,27,41,16,4.0
1992,121,185,2,340.55,35.45,645.65,2024-06-15,6,43,61,36,20.0
1993,178,194,4,1926.09,372.37,7331.99,2024-02-26,7,16,20,23,8.0
1994,357,82,4,3945.68,421.41,15361.31,2024-01-08,4,12,16,35,
1995,732,130,3,3774.77,64.88,11259.43,2024-07-13,3,35,99,14,2.0
1996,1012,138,1,3805.35,110.71,3694.64,2024-02-06,4,21,47,5,
1997,309,52,4,1075.33,218.13,4083.1899999999996,2024-01-10,7,13,70,43,
1998,53,64,2,1561.97,125.64,2998.3,2024-04-06,1,33,4,47,10.0
1999,718,215,5,3195.91,81.2,15898.349999999999,2024-09-12,10,9,96,50,8.0
2000,932,117,3,1757.31,315.39,4956.54,2024-02-29,10,41,37,16,14.0
2001,638,108,5,4128.45,382.27,20259.98,2024-06-08,5,5,77,3,
2002,1168,198,4,1681.57,413.72,6312.5599999999995,2024-09-22,3,11,21,41,12.0
2003,674,122,4,4572.62,124.76,18165.72,2024-01-13,3,5,95,31,
2004,1172,251,3,4846.76,311.4,14228.880000000001,2024-06-14,8,8,67,14,
2005,966,167,4,2703.21,403.58,10409.26,2024-03-19,10,16,47,16,
