order_Id,Order_number,User_id,Total_amount,Discount_amount,Gross_amount,Shipping_amount,Net_amount,Order_date,Delivery_date,Status,Payment_status,Payment_type,Payment_transaction_id
614,a9df9dd9-3d2b-4860-9023-c93fa0bba3e3,515,7528.39,1524.84,4654.74,266.32,9051.01,13-01-2024,18-01-2024,shipping,not paid,netbanking,ece49ef0-9e97-48e2-b4b2-a4ebec7afb1f
615,bdb5c958-5409-4bcc-82b3-9ae9b8294f92,406,6058.32,1636.74,2987.54,412.49,7163.79,13-09-2024,19-03-2024,placed,paid,cod,a2b4a0cd-cb07-4f49-a4a6-7265a4bd3d87
616,0edef8e4-d77f-4c63-9e3c-b97d82b18d0a,969,1491.58,139.31,4252.56,197.91,9412.9,22-04-2024,09-05-2024,processing,paid,upi,d75d3355-7598-4bc1-8a40-0f73bcbccb8e
617,5bf7ac8c-c385-4406-af4c-8ae1178c5d15,111,2558.54,1752.75,3301.19,309.89,3343.17,21-02-2024,10-04-2024,placed,not paid,netbanking,38e2af0a-8e21-4b09-b17b-4d51a6b9e144
618,f0689b06-e4b3-4260-adfd-5411614a6e58,710,1740.32,227.75,658.9,231.37,1844.04,31-07-2024,07-04-2024,delivered,paid,netbanking,8acac41f-cd5c-4aa0-a089-c89c42ef93e9
619,7a0e5969-f09a-4fde-bf3e-32ec717d9025,469,5703.17,332.17,5421.75,159.46,3122.29,30-09-2024,13-01-2024,shipping,not paid,upi,cf65ae6a-456c-4094-8c46-1291954767c5
620,887fbf35-6f0e-4840-998d-e3057a1430ad,740,3506.65,990.85,10133.43,264.84,5817.02,13-05-2024,23-04-2024,processing,not paid,cod,47e23c87-a6f2-4662-82dd-8320f2769599
621,e82048d5-7005-45f3-8d1a-b47a8b018603,319,2981.33,478.14,10483.18,389.98,4604.42,27-08-2024,01-08-2024,shipping,paid,upi,c6b7d5a7-5bd2-4e3f-b437-8e60e26fc7e0
622,67024369-f8a1-4256-8079-a56d022050c8,443,1840.06,1043.5,1517.58,406.69,984.65,19-07-2024,27-04-2024,processing,paid,upi,edd30bb0-5dd7-401c-9e63-5e9baf228c9f
623,62d43382-7791-4a14-960a-88ecf5e9ab1b,809,2930.06,456.55,1075.55,436.94,1429.68,01-07-2024,09-03-2024,delivered,paid,netbanking,bda31e59-a72f-4a16-bac6-0917b94822e2
624,5f2155aa-3460-4b79-b80a-5296835a6b8d,594,9139.03,590.8,4007.1,134.01,4976.77,03-02-2024,16-05-2024,processing,not paid,upi,468f2560-cb38-4a15-86bc-1241651d2362
625,ea34dbe2-494b-4d3c-96ec-4a700af8f5b0,191,4394.91,94.86,1989.92,352.63,9899.82,07-05-2024,06-03-2024,placed,not paid,netbanking,595c1fd8-eee9-4dde-8d47-268e54357ad6
626,92952b1d-ce2f-4bf7-b526-d7ef2e2c6e8b,995,7328.46,1122.95,7147.95,258.17,7967.87,19-08-2024,13-07-2024,delivered,paid,netbanking,b5283c2d-21e8-463f-8c15-55841415fe73
627,f924fbb8-3e74-4c5a-9f23-0b34cb998a53,231,4408.42,1217.51,6831.81,112.72,1671,12-08-2024,24-07-2024,delivered,not paid,upi,99f7dc0b-de67-45dc-af8b-1b6b13c7bff4
628,17b0a846-8401-49b1-a437-f92e4116576b,133,9846.17,1002.74,7164.96,486.72,5568.76,17-04-2024,11-09-2024,placed,not paid,cod,e601b2af-f1d7-47d9-b25c-45d33e5c1109
629,bb38c0c6-fd47-4672-af9d-bd29a5ba6051,881,2833.67,792.03,11191.1,241.67,8755.42,30-09-2024,17-02-2024,processing,not paid,netbanking,fe953ca8-9ca8-4e48-91a6-9911d866e528
630,3a27873f-3ead-4785-b0fe-169579e6803b,892,1200.02,737.56,8962.48,464.25,7442.7,26-05-2024,12-08-2024,placed,paid,cod,8429f14b-bcf8-4c8a-a912-65298e2a84c1
631,419507eb-4883-46ae-8ee9-a655354cb87f,407,8951.2,1845.87,8189.45,141.91,1161.33,05-09-2024,18-06-2024,placed,not paid,cod,a81036d8-b28a-4310-884f-9aa73e8dc8bb
632,dc73529e-6b8a-45b1-afeb-95770985476a,449,9465.85,524,9311.28,136.13,4563.97,15-05-2024,27-09-2024,processing,paid,cod,f3cadaa1-9039-4f8f-a8c9-baa0df5429cf
633,4b43150f-79b1-4e42-9a24-e2321407dcf0,34,5956.91,11.52,1934.84,154.03,1811.2,19-03-2024,10-08-2024,placed,not paid,upi,00159e00-76d7-4012-b508-0191c5cdf6a9
634,c0d39136-80f9-48da-b7b7-41001730c9ff,498,5049.12,430.62,8103.55,190.84,10556.48,21-09-2024,18-08-2024,delivered,paid,netbanking,3a5d9309-f871-4f56-bc66-fd5e603b835c
635,8bfe40b2-34b7-4c96-b125-30449388f3c9,867,2283.65,1860.82,9429.11,100.45,10727.49,30-08-2024,26-07-2024,delivered,paid,netbanking,10871c02-9007-457c-8e47-5762041a2a38
636,3ea8cbc1-1727-4121-a69b-093a7879b6f6,470,8223.5,463,9472.97,413.66,4666.82,02-04-2024,26-05-2024,shipping,paid,netbanking,796613a7-f8f6-4566-b4ca-6dcefb8c90cc
637,3993fb6a-c7d4-4a0b-a043-c54cd03c2deb,466,613.29,466.31,1719.16,246.07,7768.33,24-02-2024,10-06-2024,processing,not paid,cod,6417be29-0d11-4dec-9e55-e859ed9116a2
638,e2006a98-44b7-4195-88ba-8189e983c271,539,6798.25,1262.84,1574.69,163.53,5940.85,23-08-2024,06-09-2024,placed,paid,upi,e5ca1632-8cac-4335-8cad-627d05ecccc6
639,7782a140-321e-457c-9a17-bc0ffac65f86,95,1499.01,1033.37,11599.97,198.43,5089.46,09-03-2024,28-06-2024,shipping,paid,cod,3a87201c-e333-43ff-9459-5c3dd4dd3c67
640,37114003-7ec7-4397-81c3-94baf8fa3c8d,919,7480.83,1844.57,8959.45,324.22,1713.43,22-08-2024,22-06-2024,shipping,not paid,cod,c845ecbd-de12-4a91-8986-6374229abd82
641,6b719543-3ad5-48f6-80f6-52f11a40b3b1,435,5633.84,1723.38,7344.79,120.61,4674.29,24-03-2024,27-09-2024,processing,paid,upi,b21f8ec8-f506-48c3-b3e3-f8cba6a62e6c
642,7fe7b823-514c-4dff-9239-b74156bea765,808,2958.7,994.57,6337.08,289.8,1952.82,14-05-2024,13-02-2024,shipping,not paid,netbanking,16e53a50-44ca-4129-9881-ed097ee93909
643,edb06a98-2690-4a82-bc2e-da0122dfa9a3,618,8832.85,1495.75,8353.41,318.65,2177.31,08-01-2024,28-01-2024,placed,paid,upi,9137e465-478d-4b3d-bdc0-df482e14e0c2
644,feea85bc-be2c-4056-8219-e2cf6f7fe003,284,5002.88,394.97,2022.75,360.4,2605.97,27-03-2024,04-06-2024,processing,not paid,upi,97dfbb6c-d5ed-4b65-8c01-f6dd8fff7dcd
645,25a1f4a9-0667-4971-a505-d35d65b4a95c,114,5452.5,668.5,8383.68,142.93,6407.76,11-05-2024,04-05-2024,delivered,not paid,netbanking,505730c8-8c98-4e60-9f1c-842170758049
646,69505c9f-fbd1-4376-8b61-e4a922d57b84,956,3217.67,425.19,11413.75,438.23,3573.01,02-01-2024,26-08-2024,shipping,paid,upi,1610cefa-ccc8-4b5d-baa1-287b5bd00eb1
647,e5cc54ff-894a-41ef-a13d-705114c0e4d8,320,5941.32,1342.98,8168.18,239.74,6597.24,11-01-2024,04-10-2024,delivered,not paid,cod,03f1de32-dc39-4a2a-8449-cf07b81561ee
648,3e5e1bea-f69e-4476-91f7-fe95fc552650,870,2410.12,518.12,4637.33,218.86,9603.89,19-08-2024,09-07-2024,shipping,not paid,netbanking,a5ba5cf4-3dff-4cc0-a932-97a7fa09164e
649,73b30338-c776-49a2-a800-7eaeaa3ef953,20,2785.45,97.25,5386.41,153.84,6343.45,01-08-2024,08-08-2024,placed,not paid,netbanking,5dfb91f7-d0c0-4833-9748-772dc2640c47
650,b30aa717-000d-4f3f-ad60-cd49a8e57da4,43,9712.4,1456.15,1394.27,137.68,905.52,05-09-2024,28-09-2024,placed,not paid,cod,f22eaa26-c651-4d18-acc0-d8b375498880
651,e2026fa4-e95b-4a44-b3e0-6820d2e2e2e9,212,6951.42,165.6,5337.49,386.69,7251.11,06-02-2024,11-06-2024,shipping,not paid,netbanking,d982d9f4-b168-4eef-94c9-50165f87d4ad
652,4270f557-b8df-4fc2-9609-94ae76464812,905,3100.5,1367.13,7042.94,76.42,9887.47,31-01-2024,17-05-2024,placed,paid,netbanking,9b5a1d66-1998-4a60-8ec2-5900aaba7f6b
653,5705d134-bff2-410c-875a-ed657e543042,649,1224.55,1381.41,3914.98,59.7,8132.88,27-07-2024,17-09-2024,placed,not paid,cod,f9d7d852-dfb9-4ba4-9c02-bb6d1d8243cc
654,6e239f98-a1cf-4ed9-902b-ad02826bc230,208,9561.5,1318.77,1339.03,439.42,1986.04,07-09-2024,04-06-2024,placed,paid,netbanking,c4a630f9-800e-4606-a546-03491a23639d
655,118d92b8-f8ec-46b7-bbc4-4e0ae38d054e,364,9863.13,1640.65,2419.14,225.69,3158.97,01-07-2024,03-03-2024,processing,paid,upi,d42034be-934a-4df7-9908-56f82a6d49a2
656,c87d5b8c-61a0-41fd-93e8-498f5cffcc8b,882,4742.38,523.47,3925.12,382.24,9557.66,26-06-2024,22-06-2024,delivered,not paid,upi,7d1c9972-89bf-48e5-aa99-fce87d163e93
657,e88e63b5-5a60-4355-9d64-238d8f7bb29f,743,5847.6,529.95,9529.28,340.48,647.65,06-02-2024,01-06-2024,placed,not paid,upi,01255a14-f449-49dd-9cde-5b446c686c55
658,316296db-b0dd-48be-b72d-57d184fe2602,183,8933.06,1366.71,10830.32,328.64,909.99,11-03-2024,16-06-2024,delivered,not paid,upi,5d41c511-34c2-48e2-8804-c4f5deffced9
659,5fa4efeb-cee8-4dca-a352-785241bcd30b,475,8530.37,366.75,5861.42,441.35,4910.14,29-08-2024,17-03-2024,placed,paid,cod,8f5ad571-c3b3-4aaf-9948-c4fd36a49d87
660,30a551f7-4ed2-498f-b22b-a7b280eef04d,538,1819.14,1931.78,6984.58,104.09,10706.64,30-07-2024,09-04-2024,placed,not paid,cod,39ed07a5-7745-4dcb-9c8d-41f9b0456196
661,5b67b928-f572-4fd0-a14b-dfd5abd362cb,640,3397.04,1680.81,8827.18,485,8592.02,24-01-2024,25-07-2024,delivered,paid,cod,9579f08f-de66-4f01-930a-5b71370b8b5b
662,aad8dd03-7f71-4d9a-abf7-d15b640b1daf,712,9950.32,675.74,9848.27,84.32,2468.43,14-04-2024,25-08-2024,delivered,paid,cod,f12411b1-2e11-4fb6-8e77-936c8ffbaece
663,78e5a7fe-3381-4810-8661-302c371285ff,989,3027.76,1849.22,3723.6,209.18,3914.08,27-09-2024,22-04-2024,processing,not paid,cod,cd2205ea-c45d-45b3-b6d6-0b3a7dfda996
664,bd559eb4-f848-4313-9fa5-d5a3f75c76f1,24,2515.78,1027.06,10825.75,340.24,6970.87,26-08-2024,23-02-2024,shipping,paid,netbanking,edea0f5c-a999-404b-b0ea-b536ddbe2461
665,613feefe-884d-45db-a85d-a6a29416cccf,546,930.65,1866.4,1113.19,227.61,9723,01-10-2024,12-07-2024,delivered,not paid,netbanking,020194e8-3f6b-48c2-bb46-37f67dbb8a9b
666,d3c64947-6a61-4367-a62f-409df7d01f2e,94,5214.58,379.26,6559.76,219.1,5082.29,20-01-2024,17-06-2024,delivered,not paid,upi,3958ad64-ef0f-4302-a2ea-e641a99348ad
667,1bc85c18-8b62-436d-8852-8e4635ce137e,755,5952.69,891.11,5547.34,477.97,1429.42,14-04-2024,14-06-2024,placed,not paid,upi,29d5ae6d-dc40-4f88-ac11-4040a04e51f5
668,804e15eb-327f-41ec-aeea-344fcda2b46e,973,5811.87,946.65,3201.01,382.41,4126.67,13-01-2024,26-04-2024,placed,paid,cod,15e128b3-88f0-44b6-8cf0-36f5dba8834b
669,051226c1-829e-40de-b4a7-aec044186daa,792,6614.94,1121.92,4684.9,217.52,7260.33,22-09-2024,24-08-2024,processing,not paid,upi,a7880e45-07f8-46d5-97a8-e923f2aee46f
670,12c06a48-f95f-4b2a-99ff-88be986957b9,489,9226.06,922.12,3579.97,476.6,9484.93,04-07-2024,17-07-2024,shipping,not paid,cod,442bf8a9-2e61-4e17-ace4-fbabdebf9ca9
671,0572defe-a946-40f5-a62b-bd7b2fb57734,265,9814.8,1612.77,5485.37,426.66,5272.23,03-05-2024,17-06-2024,delivered,not paid,netbanking,3cd9395f-b4b3-4918-8594-3e739e14b4b3
672,2939f750-d91a-4243-9802-5597f0a98e14,525,7325.63,966.92,5358.35,292.03,7465.74,30-04-2024,24-06-2024,delivered,not paid,cod,d040116f-2310-43f9-9098-79533aa8f301
673,93ea0138-6823-43b9-8526-6655f71216b3,152,2515.47,678.52,830,93.64,4241.74,26-07-2024,25-04-2024,shipping,not paid,upi,3180f7cc-6cd4-4587-9412-d45db76ccd64
674,3960448b-f8bb-4e76-bc66-0903344fc35d,285,7038.15,1572.12,5478.5,339.32,5883.31,05-06-2024,27-07-2024,delivered,paid,netbanking,4c404ce4-4dd7-4b44-9e15-35b9d56cf33c
675,7dd9eae5-0c88-4369-b4b9-2ede0d679056,433,9588.36,1675.04,9368.37,489.8,10804.28,24-05-2024,05-04-2024,processing,paid,upi,a5f58e79-a73e-4423-beda-4a1d6d4e599b
676,7fe0aac4-ba5e-44a4-935f-58a072dceec7,51,5954.74,406.88,9524.07,91.68,4388.86,25-06-2024,22-06-2024,placed,not paid,cod,e34b539d-c4f2-4592-936c-0db3ce0774b7
677,daac44c2-2192-44f5-b85a-2896ec53df2d,335,3964.26,566.15,3281.6,208.95,2897.92,06-10-2024,11-07-2024,placed,paid,netbanking,25743fc1-5fb5-4f72-8181-3f45bf9547e5
678,8976f553-befb-4b8c-9c08-3bcb745ea1e4,217,2986.74,998.39,2778.25,314.76,6961.4,02-08-2024,27-07-2024,placed,paid,cod,d92cade8-28d6-4c91-816d-c6e1ee530532
679,e81163b6-ede8-4577-8414-5114fa603ce3,858,6327.94,1395.38,3037.12,162.03,6048.89,25-07-2024,27-09-2024,delivered,paid,cod,ecabbd95-24dc-4ddd-afd8-e9b7b3626792
680,182c8ac6-5e09-4bac-96b1-f5016c78ece1,196,7635.82,1883.16,6517.75,251.23,5894.77,13-09-2024,26-09-2024,shipping,not paid,netbanking,5446fefe-8b30-462a-8ad9-02f27ee593aa
681,64f50746-63af-4713-8c06-021227e04160,852,6866.52,1942.82,11759.45,302.52,4894.77,24-09-2024,02-08-2024,delivered,not paid,upi,b1f8eef6-4be9-449a-b167-fe718c3b179c
682,b90e8bcd-db78-407a-be70-7a6adcf4f79b,394,5778.08,1358.45,4997.35,233.91,2073.28,22-07-2024,17-06-2024,placed,not paid,cod,f706cca9-699d-41ea-8e51-8f225cf7abe7
683,08a73a19-c29d-4b58-9ec3-27c67da045e7,766,4253.49,676.56,553.13,308.54,7660.08,02-07-2024,31-07-2024,delivered,not paid,cod,33ac63c1-dc30-4b8e-a1f2-e030ba36888b
684,b366638c-de1c-43d1-8a21-1397802940ac,412,3511.31,1785.92,3883.62,108.76,6952.12,15-09-2024,15-04-2024,processing,paid,upi,1d6ba16b-9617-43c5-a0fc-0b8de91138c6
685,9679f0f9-343d-4891-b6b5-c21519032b6b,5,1840.41,52.61,10315.42,441.13,9527.13,07-02-2024,15-01-2024,shipping,paid,upi,2c8a0c28-a798-4890-8cda-a1fb478c2d73
686,2110108e-27dd-4404-b4f7-4237ae13add7,861,1538.98,1880.8,5900.69,359.99,10604.35,14-06-2024,21-01-2024,processing,not paid,upi,844f0532-bc35-48c5-bef8-82981c7936db
687,aa43e730-361d-4525-bbab-cc3a37598463,515,8834.4,1842.53,3738.01,75.52,4183.23,07-10-2024,05-08-2024,shipping,not paid,cod,e5f90349-1e95-41c7-9e7a-a76b9e9110b4
688,a18e2393-4625-4c17-b233-fb7c0c4a95ac,58,7423.51,197.2,4985.92,128.35,7022.87,23-07-2024,26-07-2024,placed,not paid,upi,cb8b22a1-abd3-4e64-976a-58a971714900
689,d37e7dd2-e9d9-4794-bf4b-b31f84dc84f1,524,5398.04,108.73,6598.85,285.3,1554.09,20-06-2024,16-05-2024,processing,paid,cod,aab99a0c-47d4-4770-9623-9415202fc298
690,53f04eea-3fb6-46cd-a895-07693d07663e,297,1064.21,496.25,3751.96,366.43,2441.89,09-09-2024,06-07-2024,processing,paid,cod,77490025-ec05-4575-98d1-cb2e4587cc76
691,8e5a30dc-6905-49bd-8eed-ed854ba396ed,114,9747.42,808.8,6886.83,348.11,8616.79,05-04-2024,12-06-2024,shipping,paid,netbanking,e4d88e5f-7bce-4ad4-8462-bb9611b5cca0
692,e1f9a48b-dddb-4dec-84b5-53708394928a,27,714.42,1602.54,9395.66,409.95,5809.83,01-06-2024,03-01-2024,placed,paid,netbanking,cf83d5db-d986-4aca-b5d5-83be71fc2d9d
693,c5d4bd98-ceab-4cb4-a55d-27927e7bebb3,421,2465.06,1455.37,8381.52,398.9,8283.68,03-01-2024,25-05-2024,placed,paid,netbanking,cc6d0ca0-7d90-48d7-b27b-12fb7881af7c
694,b4035b5d-858e-42d0-8254-1ade0d0501ba,173,2087.51,31.07,576.23,369.34,8271.2,25-09-2024,04-02-2024,shipping,paid,netbanking,648013b3-66f4-4b96-ae81-af599e526395
695,b275b1a3-6cb8-49cd-b3e9-19e935baff55,33,2447.64,28.48,9094.88,241.56,3643,12-01-2024,17-02-2024,shipping,paid,upi,99dc9c81-057f-4dcb-b070-112993337a55
696,8f0f2bfe-9312-4223-8774-735bedef8ab1,234,2410.36,1725.23,1444.83,491.6,4658.87,24-09-2024,09-04-2024,shipping,paid,upi,a76b46df-4a11-4acc-ad19-36aa951ea151
697,4ff532e9-5e1f-4bfb-9bd7-bd3a1c0edae8,46,7109.82,1247.4,6652.28,76.53,9370.94,16-03-2024,02-10-2024,processing,paid,upi,f69ac6a9-53a3-46dd-bd8d-d3850e2ed32c
698,8ea620ff-f1c4-4e44-a42c-62f2aa8686ae,782,3345.11,1771.47,9462.32,221.33,8768.58,19-07-2024,24-06-2024,shipping,not paid,upi,2ddffdf9-265f-47a2-88fe-fb38ee9739a6
699,e42257a6-7555-4eaf-9a01-eab3d6d134ba,657,8576.72,153.83,3096.76,495.27,1320.4,22-04-2024,24-08-2024,processing,paid,upi,6e7b7510-7ab3-410f-bff7-0209ae8b7ba2
700,cf64d268-dda1-4d64-af65-e5eb5065f6d9,258,2142.08,1711.62,5773.88,277.74,4107.04,23-05-2024,03-05-2024,processing,paid,cod,a7d63427-5167-4365-a68f-9aafa49c72c0
701,ee1a50db-ba00-43dd-9695-e5127b41d44d,153,9207.97,1884.66,4503.44,287.23,887.46,05-08-2024,13-05-2024,placed,paid,netbanking,f3102435-dfb4-44b0-a711-c438fd225fc4
702,c2627a7d-c078-4a7d-91cd-aa76c7510dbc,982,4086.47,919.85,5027.42,407.7,9461.29,21-02-2024,22-02-2024,processing,paid,upi,92262139-ddf7-4f65-b8b6-30a9871b4df1
703,7c409b5f-efdb-476c-a6b9-b26be35b68c2,177,4092.72,1868.71,9614.64,206.62,6361.34,31-01-2024,05-10-2024,shipping,not paid,upi,55ea658f-b3d9-47d5-8e25-7cf879764c65
704,d6103bd1-92bd-4463-a2dc-becc2696e546,849,9962.88,458.32,10645.55,433.17,8330.4,12-02-2024,14-02-2024,processing,not paid,cod,956f506a-a47f-4ac1-a224-9cd5139af030
705,6e4f2e3b-db4e-499c-9333-3ec6f8090706,959,6866.69,700.93,11756.71,463.53,2553.71,11-05-2024,07-09-2024,shipping,paid,netbanking,1219af35-9f02-4a9d-96f6-b286bdf3a9d6
706,28ba53ea-7386-4f4c-92b7-ff840ae4f3a2,380,1096.93,970.1,2064.6,94.98,4175.25,03-07-2024,04-10-2024,processing,not paid,upi,f6a718f8-e8b2-4f84-879f-e2af422384c6
707,4cb59619-d16e-4c64-a837-a72472062bc2,948,8395.34,1741.41,8379.2,347.74,2873.37,22-04-2024,16-05-2024,delivered,not paid,netbanking,d95f9541-d16e-4255-83af-58fd6db30825
708,7a8ca94a-89e5-4804-9a63-704d604ce0cd,99,3981.58,1985.68,1144.6,445.78,9850.03,28-08-2024,14-07-2024,processing,paid,netbanking,f87bf0f8-a374-4f98-9583-96aac577458e
709,c7da859d-e69b-4ff5-a633-ae72c7593865,260,9763.28,1825.46,5527.11,137.1,10400.43,12-05-2024,22-04-2024,shipping,not paid,cod,cde58da3-924c-46cf-bc88-e595ec5b17c3
710,0e7b9043-d38b-4de9-a762-349d6ffa52b1,658,4108.86,961.45,5929.26,54.11,640.1,19-07-2024,10-09-2024,shipping,not paid,netbanking,08cf34a6-2640-4dad-beb9-3cc2d94ac647
711,4b93352c-30d8-4f40-8572-53dec25cf494,129,9292.53,206.43,9077.59,287,5583.94,23-09-2024,24-08-2024,shipping,paid,cod,403bf1bb-2e23-4bac-9264-dcab9e9d2b76
712,5eda0ab1-b625-4298-8ed7-c9a59f2d32d8,468,8097.04,201.38,4216.01,348.93,1394.4,25-04-2024,07-10-2024,delivered,paid,cod,0685ade5-ab65-4a26-9aec-16985a5b95c0
713,233d885d-07fc-4d8b-8fdc-cda39ff86f92,123,7299.85,144.72,8818.93,320.44,2746.5,18-09-2024,24-01-2024,shipping,not paid,netbanking,3dba3b2c-0529-4866-b5e6-ee5ecfcf9cd6
714,c4fa8e2f-2aae-461e-b9f1-4ab2b1d5c54c,512,732.5,1335.05,6392.78,55.44,10517.46,24-01-2024,08-02-2024,processing,not paid,upi,9b911a66-27bb-4f72-b196-4b895eae0fe7
715,ed3aaeff-8ebb-489d-8265-2d9c96c7c5ff,631,3477.46,1199.46,8338.61,402.38,10195.84,13-07-2024,16-06-2024,processing,paid,upi,7dc04bce-425e-4593-81a7-fa77c11455c5
716,f6ac6f51-ea43-4d78-b027-aee3480e73f3,622,7810.58,675.73,2176.9,280.84,1135.49,28-08-2024,24-07-2024,placed,paid,cod,5543cbdc-0028-47e6-8fd3-79f079fb6431
717,4febff09-5d66-4d0a-bf99-77dd1022594c,370,1168.92,1914.52,6565.9,119.66,2114.04,19-09-2024,30-07-2024,placed,paid,cod,fb841f66-0ea5-46fb-b7c9-a37a9da25d30
718,93fe18a6-2f7e-4eae-b8e9-809ce43c7e22,161,2430.95,1822.16,669.93,89.1,1021.21,12-07-2024,28-04-2024,shipping,not paid,upi,3b745077-31c2-414b-9145-a5164fac142a
719,fe7b6302-2587-4e89-916e-c955956aa93c,535,9532.77,685.62,8152.05,374.55,3558.17,09-07-2024,04-09-2024,delivered,not paid,cod,2ca2e246-07a6-4638-8fa8-7c45a325a3f1
720,4fa42ce9-edb5-4bb5-b018-3c687b8ac1e2,886,2033.94,516.98,2763.31,446.11,9206.59,23-02-2024,29-02-2024,shipping,not paid,cod,37ac7e0d-fefe-4ae3-b6fd-2b1817368460
721,79c3d3a8-6b6e-4fce-a665-2825664f17e4,838,7919.65,676.81,4137.1,442.74,5211.16,28-05-2024,09-09-2024,shipping,paid,netbanking,54056ff0-2a51-4e49-b2d8-539e61a32a77
722,a788f527-d8f5-4ce7-a77d-4dc73ac0f4e2,586,6234.27,367.08,10611.81,336.9,3130.97,21-04-2024,01-10-2024,shipping,paid,cod,7c59e13a-e572-47c5-b5ca-e17d9f6866d3
723,465fe93d-9e2c-4ad4-9994-c9bc09638d0d,520,1683.08,928.5,1541.87,274.87,4739.43,13-03-2024,12-04-2024,delivered,paid,upi,8a64e3ae-e2fa-4338-925b-590964b6cc7b
724,7bd93716-8ce2-435f-98ea-3f56d2e3b8d4,975,3487.38,1306.07,8632.46,97.11,1907.17,26-03-2024,06-10-2024,shipping,not paid,cod,6a767bbc-84bc-466b-bdda-2e07a024e526
725,c24b052d-e1f4-4587-9356-f28090615d64,599,8545.88,1701.58,8019.05,159.74,7024.98,02-01-2024,08-01-2024,delivered,paid,cod,ce9b4fc7-d09f-42b2-9812-1d4d0d255fcb
726,bd67ff5f-bf91-41b0-90b5-4bf208b4b55a,195,8415.58,1711.36,8071.68,450.1,2621.56,06-10-2024,27-03-2024,shipping,paid,upi,90d303ec-727c-43d1-b7cf-f742ef905e3f
727,1367e365-3870-49fc-a2b6-b44567b9be6c,813,7888.96,1877.37,4057.23,349.83,5057.3,26-08-2024,21-09-2024,shipping,not paid,cod,72007054-6c2f-4691-92c5-873abe5d2a5d
728,42d0a11a-7efc-43a6-8b34-ed9ed9e90488,125,5568.52,1478.94,10428.78,378.32,5196.73,08-02-2024,20-01-2024,placed,paid,upi,30d43465-f42e-4429-8698-b13fcee5353d
729,9f583ead-cfa6-4b4a-b424-4f8ade5cf6fb,401,8443.21,1830.89,1958.98,317.69,9680.69,25-09-2024,04-05-2024,shipping,not paid,upi,30959bf5-0a83-4d61-aa49-39e1f7119d9a
730,4c67c306-4c0b-4599-b9cb-ea7534e7604e,785,1095.83,1019.77,11953.68,75.28,9563.65,14-01-2024,20-07-2024,placed,not paid,cod,dd4e2338-f531-46b9-9b17-c61a57f294a9
731,857b1c9f-e5de-4f5f-b6d1-efb9b71c0b0f,162,9614.24,1596.51,9033.74,144.84,5211.61,08-08-2024,21-02-2024,placed,not paid,cod,d3a42bf0-ecd6-48ee-87bb-bdd72591ae61
732,9d9bef53-32c5-4d0f-ada4-2cc4b08276a3,466,5786.78,1063.5,3438.74,149.32,9576.68,05-09-2024,27-04-2024,delivered,paid,netbanking,71540fa1-e2af-408e-a63f-60919d518c39
733,b6fb50cb-b325-4371-9089-f32395878966,693,8132.27,387.32,1823.39,176.73,1085,15-01-2024,06-02-2024,shipping,not paid,netbanking,5ec25b90-fc54-423d-8fab-49bdba6da248
734,3d2ac42b-831e-4051-80ba-d2b40313b1a3,756,8456.73,768.89,598.54,357.87,8999.78,21-07-2024,08-05-2024,delivered,paid,netbanking,6ed5433a-fccb-4e69-991b-73d62bce05d3
735,b1aa26d0-867f-4213-bc6a-a06df8aff895,570,9148.55,175.21,9956.76,374.21,3812.6,26-07-2024,17-09-2024,shipping,paid,upi,dcde9306-f893-4458-867e-9a62c6bd4c55
736,8a8e8662-6715-4f09-8661-bad39b496b64,595,1712.17,678.18,7496.04,224.61,6023.31,13-01-2024,16-02-2024,placed,paid,cod,29843b9a-9b65-4f71-aedb-324076951a2b
737,5a80032c-b224-45b1-9245-d526ddc9444d,204,9027.87,158.95,9322.01,482.78,1084.01,11-07-2024,02-07-2024,delivered,paid,netbanking,9784bdf2-b53f-4861-a81c-c84245c7e474
738,178422e5-4b3e-4ffb-83f3-e30d05ef9812,847,5127.99,1421.08,8164.36,415.96,4572.21,28-01-2024,29-02-2024,shipping,not paid,upi,0ebe8a49-30cf-421d-867b-da32aacb819a
739,64fa74c9-f792-402c-8d9f-90d5a0a8d26a,456,2666.66,1647.88,1997.91,293.18,4170.49,01-06-2024,03-01-2024,delivered,paid,upi,080a380f-fd09-42f2-9a20-d333cfd94995
740,413fe800-7123-4c57-ac54-b9cac2ae63a4,884,9272.22,369.81,5641.04,246.52,1038.71,09-02-2024,15-05-2024,processing,paid,cod,a3109666-1a45-4476-9a97-0dbd27c1e2d4
741,6336d455-c113-449e-a8cd-eb53244d47bf,402,7910.26,1203.9,11870.91,494.78,10850.28,23-04-2024,16-03-2024,delivered,paid,upi,f6a988f2-321a-4d5e-8e17-6a77c1d56a59
742,e38a9736-a1a6-4152-ab02-17c5eadc5d95,91,2010.16,134.62,11142.82,168.81,7274.63,01-05-2024,21-06-2024,delivered,not paid,upi,3680223b-5b91-4e62-9b21-984a462b0728
743,b9e1cde8-e02d-4972-b4e9-6f3ca21edb68,490,3711.99,819.57,10426.85,251.35,4246.83,18-01-2024,10-05-2024,placed,not paid,cod,6b206646-ad9b-4517-8771-9fe70a126454
